id	Name	Joined	boolean1	boolean2	boolean3	boolean4	boolean5	address	decimal
76	Dave 76	06/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	250.98
77	Dave 77	07/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	254.31
78	Dave 78	08/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	257.64
79	Dave 79	09/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	260.97
80	Dave 80	10/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	264.3
81	Dave 81	11/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	267.63
82	Dave 82	12/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	270.96
83	Dave 83	13/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	274.29
84	Dave 84	14/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	277.62
85	Dave 85	15/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	280.95
86	Dave 86	16/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	284.28
87	Dave 87	17/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	287.61
88	Dave 88	18/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	290.94
89	Dave 89	19/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	294.27
90	Dave 90	20/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	297.6
91	Dave 91	21/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	300.93
92	Dave 92	22/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	304.26
93	Dave 93	23/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	307.59
94	Dave 94	24/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	310.92
95	Dave 95	25/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	314.25
96	Dave 96	26/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	317.58
97	Dave 97	27/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	320.91
98	Dave 98	28/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	324.24
99	Dave 99	29/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	327.57
100	Dave 100	30/10/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	330.9
101	Dave 101	31/10/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	334.23
102	Dave 102	01/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	337.56
103	Dave 103	02/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	340.89
104	Dave 104	03/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	344.22
105	Dave 105	04/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	347.55
106	Dave 106	05/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	350.88
107	Dave 107	06/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	354.21
108	Dave 108	07/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	357.54
109	Dave 109	08/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	360.87
110	Dave 110	09/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	364.2
111	Dave 111	10/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	367.53
112	Dave 112	11/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	370.86
113	Dave 113	12/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	374.19
114	Dave 114	13/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	377.52
115	Dave 115	14/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	380.85
116	Dave 116	15/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	384.18
117	Dave 117	16/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	387.51
118	Dave 118	17/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	390.84
119	Dave 119	18/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	394.17
120	Dave 120	19/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	397.5
121	Dave 121	20/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	400.83
122	Dave 122	21/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	404.16
123	Dave 123	22/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	407.49
124	Dave 124	23/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	410.82
125	Dave 125	24/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	414.15
126	Dave 126	25/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	417.48
127	Dave 127	26/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	420.81
128	Dave 128	27/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	424.14
129	Dave 129	28/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	427.47
130	Dave 130	29/11/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	430.8
131	Dave 131	30/11/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	434.13
132	Dave 132	01/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	437.46
133	Dave 133	02/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	440.79
134	Dave 134	03/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	444.12
135	Dave 135	04/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	447.45
136	Dave 136	05/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	450.78
137	Dave 137	06/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	454.11
138	Dave 138	07/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	457.44
139	Dave 139	08/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	460.77
140	Dave 140	09/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	464.1
141	Dave 141	10/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	467.43
142	Dave 142	11/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	470.76
143	Dave 143	12/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	474.09
144	Dave 144	13/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	477.42
145	Dave 145	14/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	480.75
146	Dave 146	15/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	484.08
147	Dave 147	16/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	487.41
148	Dave 148	17/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	490.74
149	Dave 149	18/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	494.07
150	Dave 150	19/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	497.4
151	Dave 151	20/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	500.73
152	Dave 152	21/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	504.06
153	Dave 153	22/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	507.39
154	Dave 154	23/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	510.72
155	Dave 155	24/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	514.05
156	Dave 156	25/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	517.38
157	Dave 157	26/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	520.71
158	Dave 158	27/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	524.04
159	Dave 159	28/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	527.37
160	Dave 160	29/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	530.7
161	Dave 161	30/12/2021	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	534.03
162	Dave 162	31/12/2021	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	537.36
163	Dave 163	01/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	540.69
164	Dave 164	02/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	544.02
165	Dave 165	03/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	547.35
166	Dave 166	04/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	550.68
167	Dave 167	05/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	554.01
168	Dave 168	06/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	557.34
169	Dave 169	07/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	560.67
170	Dave 170	08/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	564
171	Dave 171	09/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	567.33
172	Dave 172	10/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	570.66
173	Dave 173	11/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	573.99
174	Dave 174	12/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	577.32
175	Dave 175	13/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	580.65
176	Dave 176	14/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	583.98
177	Dave 177	15/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	587.31
178	Dave 178	16/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	590.64
179	Dave 179	17/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	593.97
180	Dave 180	18/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	597.3
181	Dave 181	19/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	600.63
182	Dave 182	20/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	603.96
183	Dave 183	21/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	607.29
184	Dave 184	22/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	610.62
185	Dave 185	23/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	613.95
186	Dave 186	24/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	617.28
187	Dave 187	25/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	620.61
188	Dave 188	26/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	623.94
189	Dave 189	27/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	627.27
190	Dave 190	28/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	630.6
191	Dave 191	29/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	633.93
192	Dave 192	30/01/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	637.26
193	Dave 193	31/01/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	640.59
194	Dave 194	01/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	643.92
195	Dave 195	02/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	647.25
196	Dave 196	03/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	650.58
197	Dave 197	04/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	653.91
198	Dave 198	05/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	657.24
199	Dave 199	06/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	660.57
200	Dave 200	07/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	663.9
201	Dave 201	08/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	667.23
202	Dave 202	09/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	670.56
203	Dave 203	10/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	673.89
204	Dave 204	11/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	677.22
205	Dave 205	12/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	680.55
206	Dave 206	13/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	683.88
207	Dave 207	14/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	687.21
208	Dave 208	15/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	690.54
209	Dave 209	16/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	693.87
210	Dave 210	17/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	697.2
211	Dave 211	18/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	700.53
212	Dave 212	19/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	703.86
213	Dave 213	20/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	707.19
214	Dave 214	21/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	710.52
215	Dave 215	22/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	713.85
216	Dave 216	23/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	717.18
217	Dave 217	24/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	720.51
218	Dave 218	25/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	723.84
219	Dave 219	26/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	727.17
220	Dave 220	27/02/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	730.5
221	Dave 221	28/02/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	733.83
222	Dave 222	01/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	737.16
223	Dave 223	02/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	740.49
224	Dave 224	03/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	743.82
225	Dave 225	04/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	747.15
226	Dave 226	05/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	750.48
227	Dave 227	06/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	753.81
228	Dave 228	07/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	757.14
229	Dave 229	08/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	760.47
230	Dave 230	09/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	763.8
231	Dave 231	10/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	767.13
232	Dave 232	11/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	770.46
233	Dave 233	12/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	773.79
234	Dave 234	13/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	777.12
235	Dave 235	14/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	780.45
236	Dave 236	15/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	783.78
237	Dave 237	16/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	787.11
238	Dave 238	17/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	790.44
239	Dave 239	18/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	793.77
240	Dave 240	19/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	797.1
241	Dave 241	20/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	800.43
242	Dave 242	21/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	803.76
243	Dave 243	22/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	807.09
244	Dave 244	23/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	810.42
245	Dave 245	24/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	813.75
246	Dave 246	25/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	817.08
247	Dave 247	26/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	820.41
248	Dave 248	27/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	823.74
249	Dave 249	28/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	827.07
250	Dave 250	29/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	830.4
251	Dave 251	30/03/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	833.73
252	Dave 252	31/03/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	837.06
253	Dave 253	01/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	840.39
254	Dave 254	02/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	843.72
255	Dave 255	03/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	847.05
256	Dave 256	04/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	850.38
257	Dave 257	05/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	853.71
258	Dave 258	06/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	857.04
259	Dave 259	07/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	860.37
260	Dave 260	08/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	863.7
261	Dave 261	09/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	867.03
262	Dave 262	10/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	870.36
263	Dave 263	11/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	873.69
264	Dave 264	12/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	877.02
265	Dave 265	13/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	880.35
266	Dave 266	14/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	883.68
267	Dave 267	15/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	887.01
268	Dave 268	16/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	890.34
269	Dave 269	17/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	893.67
270	Dave 270	18/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	897
271	Dave 271	19/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	900.33
272	Dave 272	20/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	903.66
273	Dave 273	21/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	906.99
274	Dave 274	22/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	910.32
275	Dave 275	23/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	913.65
276	Dave 276	24/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	916.98
277	Dave 277	25/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	920.31
278	Dave 278	26/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	923.64
279	Dave 279	27/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	926.97
280	Dave 280	28/04/2022	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	930.3
281	Dave 281	29/04/2022	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	933.63
